type,protocol,srcPort,destPort,bytes,duration,requestCount,sourceIP,severity,timestamp
brute_force,SSH,51620,22,698,61,131,192.168.1.223,High,2026-07-03T02:49:00Z
privilege_escalation,SSH,13599,22,2904,452,13,192.168.1.35,Critical,2026-07-03T11:47:00Z
credentials_stuffing,HTTPS,40914,443,568,53,116,192.168.1.20,High,2026-07-03T12:05:00Z
unauthorized_access,FTP,8396,21,2267,2,5,192.168.1.31,Medium,2026-07-03T17:19:00Z
brute_force,SSH,37334,22,378,114,176,192.168.1.85,High,2026-07-03T22:56:00Z
brute_force,SSH,29098,22,851,60,86,192.168.1.221,High,2026-07-03T22:12:00Z
credentials_stuffing,HTTPS,56052,443,426,76,61,192.168.1.39,High,2026-07-03T15:47:00Z
xss,HTTP,7334,80,1375,3,7,192.168.1.214,Medium,2026-07-03T15:09:00Z
brute_force,SSH,44555,22,508,83,153,192.168.1.4,High,2026-07-03T00:32:00Z
sql_injection,HTTPS,32960,443,1543,2,1,109.183.171.209,High,2026-07-03T13:36:00Z
brute_force,SSH,21745,22,257,55,166,192.168.1.234,High,2026-07-03T22:16:00Z
port_scan,TCP,26092,398,74,17,128,192.168.1.152,Medium,2026-07-03T14:16:00Z
anomaly,TCP,12907,445,2718,5,2,192.168.1.202,Medium,2026-07-03T11:55:00Z
sql_injection,HTTPS,25052,80,2105,2,1,205.142.69.208,High,2026-07-03T09:09:00Z
unauthorized_access,FTP,33649,21,2134,7,2,192.168.1.205,Medium,2026-07-03T12:45:00Z
data_exfiltration,DNS,24684,53,123603,1018,483,192.168.1.97,High,2026-07-03T13:17:00Z
ddos,UDP,49762,80,3534202,113,1066,184.80.199.229,Critical,2026-07-03T14:47:00Z
unauthorized_access,FTP,7768,21,2078,7,3,192.168.1.243,Medium,2026-07-03T15:39:00Z
sql_injection,HTTP,61801,443,993,5,3,235.198.226.164,High,2026-07-03T12:53:00Z
anomaly,TCP,13787,445,4792,9,5,192.168.1.139,Medium,2026-07-03T13:18:00Z
sql_injection,HTTPS,26019,80,2339,1,1,19.199.58.218,High,2026-07-03T17:07:00Z
data_exfiltration,DNS,25173,53,170459,364,848,192.168.1.221,High,2026-07-03T13:52:00Z
port_scan,TCP,9710,513,85,22,296,192.168.1.132,Medium,2026-07-03T13:14:00Z
credentials_stuffing,HTTPS,30724,443,283,37,74,192.168.1.147,High,2026-07-03T10:44:00Z
ddos,UDP,35096,80,2229809,272,2663,74.50.140.63,Critical,2026-07-03T14:16:00Z
privilege_escalation,SSH,34426,22,3739,599,29,192.168.1.163,Critical,2026-07-03T13:36:00Z
data_exfiltration,DNS,40648,53,151584,597,378,192.168.1.105,High,2026-07-03T11:40:00Z
anomaly,TCP,56383,445,3641,3,5,192.168.1.18,Medium,2026-07-03T12:52:00Z
ddos,UDP,36074,80,2587180,299,1041,44.90.179.165,Critical,2026-07-03T14:18:00Z
ddos,UDP,9784,80,3456328,279,1261,164.121.22.14,Critical,2026-07-03T11:03:00Z
sql_injection,HTTP,13340,443,1179,7,1,65.166.61.217,High,2026-07-03T10:25:00Z
anomaly,TCP,31426,445,7597,2,1,192.168.1.191,Medium,2026-07-03T11:28:00Z
data_exfiltration,DNS,20741,53,248508,1010,842,192.168.1.159,High,2026-07-03T10:42:00Z
anomaly,TCP,40442,445,7729,4,3,192.168.1.30,Medium,2026-07-03T10:12:00Z
brute_force,SSH,31413,22,717,59,92,192.168.1.200,High,2026-07-03T23:24:00Z
sql_injection,HTTP,58758,443,1164,4,1,208.150.1.97,High,2026-07-03T11:38:00Z
credentials_stuffing,HTTPS,22683,443,196,61,57,192.168.1.125,High,2026-07-03T09:02:00Z
xss,HTTP,19977,80,771,3,7,192.168.1.49,Medium,2026-07-03T17:19:00Z
credentials_stuffing,HTTPS,23424,443,261,40,52,192.168.1.16,High,2026-07-03T15:15:00Z
xss,HTTP,9489,80,1369,9,5,192.168.1.225,Medium,2026-07-03T16:23:00Z
anomaly,TCP,32257,139,4791,5,4,192.168.1.222,Medium,2026-07-03T16:58:00Z
port_scan,TCP,58975,789,91,25,395,192.168.1.82,Medium,2026-07-03T14:43:00Z
privilege_escalation,SSH,8361,22,1122,525,32,192.168.1.83,Critical,2026-07-03T13:23:00Z
port_scan,TCP,43228,90,66,19,483,192.168.1.70,Medium,2026-07-03T15:46:00Z
brute_force,SSH,47893,22,399,90,142,192.168.1.56,High,2026-07-03T02:57:00Z
sql_injection,HTTPS,8844,80,2616,5,1,160.153.240.25,High,2026-07-03T12:28:00Z
anomaly,TCP,14758,139,2651,5,1,192.168.1.65,Medium,2026-07-03T10:16:00Z
sql_injection,HTTPS,45400,443,2549,4,3,35.102.223.188,High,2026-07-03T12:35:00Z
credentials_stuffing,HTTPS,12378,443,156,89,137,192.168.1.132,High,2026-07-03T09:24:00Z
data_exfiltration,DNS,21254,53,407598,176,319,192.168.1.207,High,2026-07-03T09:51:00Z
data_exfiltration,DNS,28601,53,162690,881,765,192.168.1.82,High,2026-07-03T14:26:00Z
ddos,UDP,20600,80,3338068,101,8706,137.163.92.248,Critical,2026-07-03T10:20:00Z
data_exfiltration,DNS,23787,53,215879,673,516,192.168.1.241,High,2026-07-03T12:37:00Z
credentials_stuffing,HTTPS,64938,443,303,35,148,192.168.1.58,High,2026-07-03T13:40:00Z
port_scan,TCP,6729,294,64,24,337,192.168.1.77,Medium,2026-07-03T17:36:00Z
privilege_escalation,SSH,43935,22,3093,358,22,192.168.1.172,Critical,2026-07-03T14:16:00Z
brute_force,SSH,25200,22,596,76,155,192.168.1.102,High,2026-07-03T22:24:00Z
data_exfiltration,DNS,54842,53,423093,731,819,192.168.1.143,High,2026-07-03T15:08:00Z
privilege_escalation,SSH,29094,22,2691,513,30,192.168.1.172,Critical,2026-07-03T10:41:00Z
sql_injection,HTTP,39625,443,1560,1,3,22.232.93.113,High,2026-07-03T16:59:00Z
port_scan,TCP,57580,18,65,28,192,192.168.1.222,Medium,2026-07-03T09:35:00Z
sql_injection,HTTP,44677,80,1561,1,1,186.226.146.148,High,2026-07-03T09:56:00Z
credentials_stuffing,HTTPS,58669,443,578,43,109,192.168.1.234,High,2026-07-03T13:01:00Z
brute_force,SSH,34519,22,542,84,109,192.168.1.86,High,2026-07-03T21:24:00Z
brute_force,SSH,23812,22,374,38,174,192.168.1.94,High,2026-07-03T21:50:00Z
sql_injection,HTTPS,29035,443,727,4,1,236.140.176.1,High,2026-07-03T10:31:00Z
port_scan,TCP,18497,578,68,29,295,192.168.1.41,Medium,2026-07-03T15:27:00Z
sql_injection,HTTP,58006,443,731,7,3,154.196.151.191,High,2026-07-03T12:41:00Z
xss,HTTP,15448,80,1421,9,4,192.168.1.75,Medium,2026-07-03T16:01:00Z
brute_force,SSH,29158,22,216,103,66,192.168.1.203,High,2026-07-03T01:59:00Z
ddos,UDP,64006,80,4294305,123,5300,91.135.32.186,Critical,2026-07-03T09:30:00Z
ddos,UDP,46881,80,1108832,293,7053,55.108.122.132,Critical,2026-07-03T10:52:00Z
privilege_escalation,SSH,55017,22,1888,280,27,192.168.1.185,Critical,2026-07-03T16:37:00Z
privilege_escalation,SSH,62939,22,831,240,26,192.168.1.223,Critical,2026-07-03T13:43:00Z
unauthorized_access,FTP,61856,21,887,5,2,192.168.1.108,Medium,2026-07-03T12:29:00Z
brute_force,SSH,24568,22,665,111,136,192.168.1.91,High,2026-07-03T23:20:00Z
anomaly,TCP,31785,445,6005,9,2,192.168.1.80,Medium,2026-07-03T09:57:00Z
credentials_stuffing,HTTPS,36834,443,529,85,60,192.168.1.34,High,2026-07-03T13:42:00Z
sql_injection,HTTP,40701,80,2175,1,3,167.175.36.107,High,2026-07-03T09:56:00Z
ddos,UDP,22161,80,2838466,147,6244,130.201.58.40,Critical,2026-07-03T09:59:00Z
unauthorized_access,FTP,5860,21,1900,1,1,192.168.1.251,Medium,2026-07-03T15:34:00Z
xss,HTTP,26797,80,787,9,2,192.168.1.68,Medium,2026-07-03T10:10:00Z
privilege_escalation,SSH,17309,22,2543,381,31,192.168.1.27,Critical,2026-07-03T16:56:00Z
xss,HTTP,35454,80,1417,10,5,192.168.1.153,Medium,2026-07-03T17:13:00Z
data_exfiltration,DNS,34007,53,214459,318,982,192.168.1.92,High,2026-07-03T12:57:00Z
ddos,UDP,16240,80,508569,114,2035,204.77.145.244,Critical,2026-07-03T15:47:00Z
ddos,UDP,40873,80,3689430,215,1959,221.145.153.75,Critical,2026-07-03T10:58:00Z
port_scan,TCP,58145,121,85,19,168,192.168.1.177,Medium,2026-07-03T11:45:00Z
anomaly,TCP,18440,139,7998,9,2,192.168.1.151,Medium,2026-07-03T12:32:00Z
credentials_stuffing,HTTPS,27041,443,322,50,150,192.168.1.14,High,2026-07-03T09:29:00Z
xss,HTTP,26938,80,1106,2,5,192.168.1.47,Medium,2026-07-03T11:08:00Z
brute_force,SSH,32612,22,370,16,68,192.168.1.40,High,2026-07-03T22:55:00Z
xss,HTTP,60219,80,307,3,7,192.168.1.93,Medium,2026-07-03T16:32:00Z
anomaly,TCP,43330,139,3912,6,1,192.168.1.23,Medium,2026-07-03T16:34:00Z
sql_injection,HTTPS,23774,443,1843,9,1,144.130.13.159,High,2026-07-03T11:20:00Z
brute_force,SSH,13572,22,614,62,142,192.168.1.162,High,2026-07-03T21:48:00Z
ddos,UDP,2015,80,2305284,86,9054,37.50.23.16,Critical,2026-07-03T14:22:00Z
ddos,UDP,12263,80,1240836,123,3687,113.66.146.7,Critical,2026-07-03T14:50:00Z
credentials_stuffing,HTTPS,43820,443,445,63,101,192.168.1.144,High,2026-07-03T11:57:00Z
sql_injection,HTTP,2824,80,1099,9,1,122.208.247.168,High,2026-07-03T12:34:00Z
credentials_stuffing,HTTPS,52557,443,545,71,91,192.168.1.146,High,2026-07-03T10:04:00Z
xss,HTTP,42348,80,624,3,8,192.168.1.207,Medium,2026-07-03T09:10:00Z
privilege_escalation,SSH,49813,22,1330,214,38,192.168.1.208,Critical,2026-07-03T17:30:00Z
sql_injection,HTTPS,47239,443,2660,7,2,250.19.139.37,High,2026-07-03T15:51:00Z
privilege_escalation,SSH,34502,22,2487,532,33,192.168.1.204,Critical,2026-07-03T15:43:00Z
data_exfiltration,DNS,6436,53,272316,816,468,192.168.1.215,High,2026-07-03T15:49:00Z
unauthorized_access,FTP,37821,21,1840,9,2,192.168.1.73,Medium,2026-07-03T16:34:00Z
ddos,UDP,57567,80,3214950,189,6656,122.195.53.165,Critical,2026-07-03T16:32:00Z
brute_force,SSH,57258,22,249,33,195,192.168.1.149,High,2026-07-03T00:47:00Z
privilege_escalation,SSH,27360,22,1743,156,25,192.168.1.70,Critical,2026-07-03T10:04:00Z
ddos,UDP,58872,80,320337,147,5005,173.166.67.207,Critical,2026-07-03T09:32:00Z
brute_force,SSH,41983,22,737,96,33,192.168.1.216,High,2026-07-03T03:06:00Z
ddos,UDP,62199,80,199831,245,4362,5.245.127.236,Critical,2026-07-03T12:05:00Z
anomaly,TCP,62497,445,6046,3,1,192.168.1.31,Medium,2026-07-03T17:03:00Z
credentials_stuffing,HTTPS,49067,443,396,34,99,192.168.1.192,High,2026-07-03T10:31:00Z
port_scan,TCP,33963,410,48,21,353,192.168.1.206,Medium,2026-07-03T12:55:00Z
ddos,UDP,21585,80,2941493,117,5496,100.1.9.253,Critical,2026-07-03T16:21:00Z
sql_injection,HTTPS,55686,80,2109,9,1,64.104.198.45,High,2026-07-03T10:59:00Z
privilege_escalation,SSH,21743,22,2416,483,16,192.168.1.53,Critical,2026-07-03T16:59:00Z
sql_injection,HTTPS,32349,80,604,1,2,40.213.192.207,High,2026-07-03T14:40:00Z
credentials_stuffing,HTTPS,13540,443,561,44,98,192.168.1.22,High,2026-07-03T15:39:00Z
anomaly,TCP,10051,139,6264,7,4,192.168.1.46,Medium,2026-07-03T11:04:00Z
unauthorized_access,FTP,44329,21,2395,8,1,192.168.1.96,Medium,2026-07-03T17:15:00Z
privilege_escalation,SSH,32935,22,2124,112,16,192.168.1.143,Critical,2026-07-03T17:28:00Z
data_exfiltration,DNS,61386,53,252075,325,620,192.168.1.208,High,2026-07-03T11:35:00Z
credentials_stuffing,HTTPS,60753,443,184,33,84,192.168.1.206,High,2026-07-03T15:33:00Z
xss,HTTP,9814,80,789,10,2,192.168.1.122,Medium,2026-07-03T14:53:00Z
xss,HTTP,8764,80,404,3,6,192.168.1.83,Medium,2026-07-03T09:15:00Z
data_exfiltration,DNS,24518,53,293315,1195,662,192.168.1.148,High,2026-07-03T10:31:00Z
xss,HTTP,54480,80,369,8,5,192.168.1.24,Medium,2026-07-03T17:50:00Z
unauthorized_access,FTP,62211,21,527,2,4,192.168.1.147,Medium,2026-07-03T14:22:00Z
port_scan,TCP,60163,938,95,6,366,192.168.1.237,Medium,2026-07-03T11:50:00Z
brute_force,SSH,54210,22,238,20,74,192.168.1.14,High,2026-07-03T21:15:00Z
unauthorized_access,FTP,56283,21,1163,5,3,192.168.1.225,Medium,2026-07-03T14:29:00Z
privilege_escalation,SSH,45366,22,2704,272,25,192.168.1.182,Critical,2026-07-03T15:50:00Z
ddos,UDP,57501,80,2740381,111,8174,118.82.181.121,Critical,2026-07-03T15:18:00Z
privilege_escalation,SSH,59036,22,2243,434,13,192.168.1.30,Critical,2026-07-03T16:51:00Z
data_exfiltration,DNS,50467,53,234496,1169,682,192.168.1.44,High,2026-07-03T16:39:00Z
privilege_escalation,SSH,63841,22,1089,439,39,192.168.1.161,Critical,2026-07-03T10:40:00Z
sql_injection,HTTP,58868,80,1479,2,1,148.163.233.41,High,2026-07-03T17:55:00Z
sql_injection,HTTP,39190,80,1708,10,1,229.222.228.26,High,2026-07-03T09:32:00Z
privilege_escalation,SSH,57277,22,1534,298,38,192.168.1.143,Critical,2026-07-03T17:18:00Z
privilege_escalation,SSH,31431,22,2764,402,28,192.168.1.172,Critical,2026-07-03T14:09:00Z
credentials_stuffing,HTTPS,59730,443,514,84,79,192.168.1.159,High,2026-07-03T13:33:00Z
unauthorized_access,FTP,51277,21,1317,6,2,192.168.1.167,Medium,2026-07-03T11:58:00Z
ddos,UDP,38806,80,4042502,238,9050,124.123.178.147,Critical,2026-07-03T12:41:00Z
port_scan,TCP,14329,274,77,30,359,192.168.1.250,Medium,2026-07-03T11:38:00Z
credentials_stuffing,HTTPS,3830,443,251,71,131,192.168.1.128,High,2026-07-03T10:19:00Z
sql_injection,HTTPS,44499,443,2544,10,3,149.212.10.184,High,2026-07-03T13:29:00Z
sql_injection,HTTPS,47504,443,1199,1,2,182.142.244.136,High,2026-07-03T14:06:00Z
credentials_stuffing,HTTPS,20082,443,566,32,122,192.168.1.50,High,2026-07-03T11:58:00Z
brute_force,SSH,32222,22,961,89,100,192.168.1.44,High,2026-07-03T03:26:00Z
xss,HTTP,9830,80,880,1,2,192.168.1.158,Medium,2026-07-03T11:08:00Z
unauthorized_access,FTP,9807,21,723,9,3,192.168.1.88,Medium,2026-07-03T11:52:00Z
data_exfiltration,DNS,24912,53,248619,996,369,192.168.1.143,High,2026-07-03T12:43:00Z
data_exfiltration,DNS,36644,53,75982,780,805,192.168.1.234,High,2026-07-03T15:38:00Z
anomaly,TCP,37235,445,5728,3,3,192.168.1.139,Medium,2026-07-03T11:32:00Z
brute_force,SSH,60873,22,815,113,66,192.168.1.204,High,2026-07-03T01:01:00Z
data_exfiltration,DNS,25400,53,152052,885,389,192.168.1.136,High,2026-07-03T17:31:00Z
unauthorized_access,FTP,45507,21,820,8,5,192.168.1.227,Medium,2026-07-03T12:19:00Z
xss,HTTP,8655,80,530,2,3,192.168.1.38,Medium,2026-07-03T14:03:00Z
anomaly,TCP,18663,445,3654,9,2,192.168.1.86,Medium,2026-07-03T15:07:00Z
brute_force,SSH,49896,22,743,85,67,192.168.1.152,High,2026-07-03T02:56:00Z
data_exfiltration,DNS,39733,53,351269,431,995,192.168.1.58,High,2026-07-03T12:19:00Z
xss,HTTP,47737,80,502,6,2,192.168.1.3,Medium,2026-07-03T16:43:00Z
data_exfiltration,DNS,6235,53,96870,554,732,192.168.1.144,High,2026-07-03T11:15:00Z
sql_injection,HTTP,30581,80,1795,10,2,63.115.214.187,High,2026-07-03T12:58:00Z
privilege_escalation,SSH,26051,22,1685,286,13,192.168.1.156,Critical,2026-07-03T17:29:00Z
data_exfiltration,DNS,23955,53,476292,701,514,192.168.1.122,High,2026-07-03T15:16:00Z
privilege_escalation,SSH,63245,22,3135,445,36,192.168.1.41,Critical,2026-07-03T14:18:00Z
data_exfiltration,DNS,2983,53,359467,1070,629,192.168.1.205,High,2026-07-03T16:22:00Z
unauthorized_access,FTP,51583,21,867,2,2,192.168.1.72,Medium,2026-07-03T13:53:00Z
sql_injection,HTTPS,39077,80,2635,6,1,144.167.202.141,High,2026-07-03T12:53:00Z
credentials_stuffing,HTTPS,53371,443,535,41,78,192.168.1.5,High,2026-07-03T14:52:00Z
unauthorized_access,FTP,33165,21,2174,3,5,192.168.1.205,Medium,2026-07-03T16:46:00Z
port_scan,TCP,41605,121,52,32,379,192.168.1.13,Medium,2026-07-03T12:59:00Z
xss,HTTP,21099,80,697,6,4,192.168.1.245,Medium,2026-07-03T10:13:00Z
brute_force,SSH,31972,22,389,38,157,192.168.1.4,High,2026-07-03T01:57:00Z
credentials_stuffing,HTTPS,42568,443,207,48,150,192.168.1.158,High,2026-07-03T10:59:00Z
sql_injection,HTTP,16299,443,852,1,3,203.11.16.175,High,2026-07-03T15:02:00Z
brute_force,SSH,9763,22,389,35,51,192.168.1.187,High,2026-07-03T00:56:00Z
credentials_stuffing,HTTPS,33009,443,529,50,103,192.168.1.12,High,2026-07-03T16:34:00Z
brute_force,SSH,8369,22,782,91,148,192.168.1.16,High,2026-07-03T23:03:00Z
brute_force,SSH,42429,22,744,96,83,192.168.1.41,High,2026-07-03T03:30:00Z
xss,HTTP,48295,80,691,4,8,192.168.1.59,Medium,2026-07-03T16:37:00Z
xss,HTTP,27262,80,1266,4,6,192.168.1.6,Medium,2026-07-03T11:15:00Z
xss,HTTP,31896,80,734,3,8,192.168.1.189,Medium,2026-07-03T12:08:00Z
unauthorized_access,FTP,29924,21,1021,9,5,192.168.1.7,Medium,2026-07-03T10:01:00Z
unauthorized_access,FTP,54338,21,1264,4,2,192.168.1.145,Medium,2026-07-03T13:53:00Z
brute_force,SSH,63519,22,351,54,88,192.168.1.81,High,2026-07-03T21:42:00Z
sql_injection,HTTPS,4197,80,2720,2,3,221.75.96.115,High,2026-07-03T17:20:00Z
unauthorized_access,FTP,47664,21,2212,4,2,192.168.1.177,Medium,2026-07-03T09:24:00Z
data_exfiltration,DNS,13830,53,75266,1184,346,192.168.1.159,High,2026-07-03T12:41:00Z
port_scan,TCP,22070,88,42,41,402,192.168.1.59,Medium,2026-07-03T11:09:00Z
ddos,UDP,2202,80,3395562,75,6730,177.33.254.6,Critical,2026-07-03T10:36:00Z
unauthorized_access,FTP,59629,21,815,2,5,192.168.1.136,Medium,2026-07-03T10:53:00Z
brute_force,SSH,9395,22,224,44,37,192.168.1.129,High,2026-07-03T01:32:00Z
anomaly,TCP,6408,139,5185,1,3,192.168.1.125,Medium,2026-07-03T17:06:00Z
anomaly,TCP,43600,445,3306,3,1,192.168.1.94,Medium,2026-07-03T17:22:00Z
brute_force,SSH,60265,22,731,81,84,192.168.1.88,High,2026-07-03T23:25:00Z
port_scan,TCP,14368,389,53,24,177,192.168.1.162,Medium,2026-07-03T13:04:00Z
port_scan,TCP,61504,400,41,45,201,192.168.1.249,Medium,2026-07-03T10:54:00Z
privilege_escalation,SSH,31003,22,1683,234,25,192.168.1.156,Critical,2026-07-03T14:27:00Z
brute_force,SSH,30384,22,572,84,108,192.168.1.234,High,2026-07-03T01:55:00Z
anomaly,TCP,5020,139,5829,4,1,192.168.1.147,Medium,2026-07-03T10:21:00Z
data_exfiltration,DNS,35671,53,170727,348,226,192.168.1.145,High,2026-07-03T10:05:00Z
privilege_escalation,SSH,58387,22,3567,201,19,192.168.1.140,Critical,2026-07-03T14:27:00Z
anomaly,TCP,10747,139,4837,2,3,192.168.1.110,Medium,2026-07-03T14:02:00Z
credentials_stuffing,HTTPS,57071,443,511,31,94,192.168.1.36,High,2026-07-03T14:08:00Z
sql_injection,HTTP,28922,80,2159,5,2,11.204.14.130,High,2026-07-03T13:04:00Z
ddos,UDP,13170,80,2530040,113,9741,18.109.58.90,Critical,2026-07-03T16:21:00Z
ddos,UDP,13480,80,4961108,105,3249,187.199.7.184,Critical,2026-07-03T13:41:00Z
port_scan,TCP,18505,3,86,40,495,192.168.1.244,Medium,2026-07-03T17:49:00Z
anomaly,TCP,62185,445,4089,1,4,192.168.1.137,Medium,2026-07-03T12:09:00Z
credentials_stuffing,HTTPS,12656,443,379,65,90,192.168.1.62,High,2026-07-03T14:13:00Z
unauthorized_access,FTP,18520,21,2284,10,5,192.168.1.186,Medium,2026-07-03T10:39:00Z
xss,HTTP,50412,80,701,6,4,192.168.1.107,Medium,2026-07-03T09:43:00Z
ddos,UDP,35161,80,2105066,108,2859,89.183.19.241,Critical,2026-07-03T12:32:00Z
anomaly,TCP,35342,139,4420,10,5,192.168.1.123,Medium,2026-07-03T10:36:00Z
unauthorized_access,FTP,15890,21,887,10,5,192.168.1.20,Medium,2026-07-03T11:02:00Z
brute_force,SSH,42498,22,901,29,116,192.168.1.244,High,2026-07-03T00:01:00Z
ddos,UDP,3795,80,3087380,299,4373,168.218.26.109,Critical,2026-07-03T13:09:00Z
xss,HTTP,41514,80,428,2,4,192.168.1.138,Medium,2026-07-03T16:03:00Z
privilege_escalation,SSH,6372,22,2038,82,13,192.168.1.23,Critical,2026-07-03T16:22:00Z
sql_injection,HTTPS,21551,443,1907,5,1,7.157.18.62,High,2026-07-03T17:12:00Z
port_scan,TCP,14241,308,52,25,118,192.168.1.105,Medium,2026-07-03T17:07:00Z
data_exfiltration,DNS,20376,53,473453,1095,325,192.168.1.114,High,2026-07-03T14:53:00Z
brute_force,SSH,49226,22,475,119,98,192.168.1.64,High,2026-07-03T02:04:00Z
sql_injection,HTTP,60835,80,2475,10,2,93.196.6.118,High,2026-07-03T10:34:00Z
unauthorized_access,FTP,32599,21,2493,4,1,192.168.1.224,Medium,2026-07-03T13:49:00Z
port_scan,TCP,56991,523,60,31,130,192.168.1.226,Medium,2026-07-03T10:47:00Z
sql_injection,HTTPS,11592,443,2386,10,3,94.80.201.121,High,2026-07-03T16:45:00Z
anomaly,TCP,58772,445,5800,7,5,192.168.1.72,Medium,2026-07-03T13:56:00Z
unauthorized_access,FTP,38916,21,1212,1,4,192.168.1.132,Medium,2026-07-03T17:11:00Z
anomaly,TCP,63048,445,6636,9,5,192.168.1.240,Medium,2026-07-03T15:18:00Z
ddos,UDP,49840,80,3394917,132,6000,62.77.145.31,Critical,2026-07-03T12:39:00Z
data_exfiltration,DNS,12184,53,345910,1032,500,192.168.1.155,High,2026-07-03T14:09:00Z
credentials_stuffing,HTTPS,65396,443,311,67,98,192.168.1.245,High,2026-07-03T17:33:00Z
xss,HTTP,26876,80,525,4,8,192.168.1.5,Medium,2026-07-03T11:06:00Z
sql_injection,HTTP,54701,80,1893,8,1,155.140.26.54,High,2026-07-03T13:27:00Z
sql_injection,HTTP,40027,80,1237,4,1,5.34.232.215,High,2026-07-03T11:46:00Z
brute_force,SSH,37065,22,585,116,79,192.168.1.79,High,2026-07-03T03:52:00Z
port_scan,TCP,10424,88,63,18,326,192.168.1.112,Medium,2026-07-03T15:12:00Z
brute_force,SSH,27414,22,268,29,194,192.168.1.144,High,2026-07-03T00:25:00Z
brute_force,SSH,9100,22,401,114,102,192.168.1.158,High,2026-07-03T00:20:00Z
data_exfiltration,DNS,58002,53,96042,719,335,192.168.1.36,High,2026-07-03T17:11:00Z
privilege_escalation,SSH,51869,22,1753,483,30,192.168.1.69,Critical,2026-07-03T11:20:00Z
brute_force,SSH,31863,22,624,68,128,192.168.1.48,High,2026-07-03T03:43:00Z
anomaly,TCP,2537,139,7650,9,1,192.168.1.107,Medium,2026-07-03T09:31:00Z
port_scan,TCP,65067,756,96,14,367,192.168.1.184,Medium,2026-07-03T17:43:00Z
unauthorized_access,FTP,3494,21,834,10,1,192.168.1.177,Medium,2026-07-03T12:06:00Z
sql_injection,HTTPS,44348,443,1628,10,2,204.235.198.11,High,2026-07-03T12:09:00Z
credentials_stuffing,HTTPS,34682,443,519,61,57,192.168.1.236,High,2026-07-03T17:47:00Z
port_scan,TCP,50040,593,53,39,247,192.168.1.51,Medium,2026-07-03T16:49:00Z
port_scan,TCP,58774,605,59,36,199,192.168.1.13,Medium,2026-07-03T16:05:00Z
unauthorized_access,FTP,34453,21,2100,6,3,192.168.1.3,Medium,2026-07-03T15:31:00Z
anomaly,TCP,8022,139,6726,2,2,192.168.1.79,Medium,2026-07-03T14:41:00Z
anomaly,TCP,64087,139,2434,6,1,192.168.1.95,Medium,2026-07-03T16:20:00Z
privilege_escalation,SSH,61459,22,1481,276,30,192.168.1.86,Critical,2026-07-03T10:32:00Z
data_exfiltration,DNS,45019,53,79516,546,526,192.168.1.25,High,2026-07-03T16:05:00Z
port_scan,TCP,10347,951,85,26,374,192.168.1.232,Medium,2026-07-03T09:11:00Z
privilege_escalation,SSH,16721,22,3416,295,20,192.168.1.57,Critical,2026-07-03T12:43:00Z
sql_injection,HTTP,17684,443,1387,5,3,205.22.229.176,High,2026-07-03T16:56:00Z
unauthorized_access,FTP,6982,21,1555,1,2,192.168.1.119,Medium,2026-07-03T17:20:00Z
anomaly,TCP,43707,445,4542,7,2,192.168.1.129,Medium,2026-07-03T14:50:00Z
port_scan,TCP,34265,16,79,31,166,192.168.1.130,Medium,2026-07-03T12:52:00Z
ddos,UDP,24206,80,1697347,193,5661,98.123.176.169,Critical,2026-07-03T14:07:00Z
credentials_stuffing,HTTPS,15536,443,215,31,107,192.168.1.119,High,2026-07-03T12:23:00Z
xss,HTTP,7385,80,790,8,4,192.168.1.104,Medium,2026-07-03T12:29:00Z
brute_force,SSH,43112,22,230,70,50,192.168.1.147,High,2026-07-03T22:09:00Z
privilege_escalation,SSH,39768,22,1693,140,19,192.168.1.101,Critical,2026-07-03T10:04:00Z
xss,HTTP,55169,80,583,7,8,192.168.1.8,Medium,2026-07-03T15:47:00Z
brute_force,SSH,3732,22,545,108,156,192.168.1.58,High,2026-07-03T00:49:00Z
sql_injection,HTTP,58213,443,2309,7,1,43.192.74.187,High,2026-07-03T12:19:00Z
sql_injection,HTTPS,30398,443,2117,3,2,241.224.58.189,High,2026-07-03T17:46:00Z
unauthorized_access,FTP,25285,21,1605,6,2,192.168.1.59,Medium,2026-07-03T16:36:00Z
sql_injection,HTTP,13433,80,2360,6,3,158.16.222.189,High,2026-07-03T14:59:00Z
xss,HTTP,7597,80,819,9,3,192.168.1.134,Medium,2026-07-03T13:21:00Z
privilege_escalation,SSH,41383,22,2851,216,30,192.168.1.183,Critical,2026-07-03T14:37:00Z
anomaly,TCP,64529,445,3647,1,4,192.168.1.23,Medium,2026-07-03T15:37:00Z
brute_force,SSH,39948,22,603,102,168,192.168.1.90,High,2026-07-03T00:01:00Z
sql_injection,HTTP,16119,80,625,6,1,252.2.69.170,High,2026-07-03T11:23:00Z
ddos,UDP,40565,80,1526937,263,3909,130.31.95.223,Critical,2026-07-03T09:40:00Z
credentials_stuffing,HTTPS,43474,443,164,47,119,192.168.1.208,High,2026-07-03T12:27:00Z
ddos,UDP,53434,80,4282735,71,9188,186.34.33.186,Critical,2026-07-03T13:20:00Z
brute_force,SSH,46026,22,705,28,184,192.168.1.22,High,2026-07-03T22:42:00Z
unauthorized_access,FTP,41953,21,2258,6,1,192.168.1.118,Medium,2026-07-03T12:14:00Z
brute_force,SSH,54927,22,393,120,140,192.168.1.41,High,2026-07-03T02:16:00Z
